model,horizon,number,value,state,params_batch_size,params_decoder_hidden_size,params_decoder_layers,params_dropout,params_early_stop_patience,params_encoder_n_layers,params_hidden_size,params_input_size,params_lr,params_scaler,duration,params_attn_dropout,params_n_head,params_colsample_bylevel,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample
tft,15d,105,0.05959566539322053,COMPLETE,128.0,,,0.3942566669914047,36.0,,32.0,36.0,0.0002442269271904035,minmax,0 days 00:00:56.701511,0.15513453235002805,1.0,,,,,,,,,,
tft,15d,106,0.05718414245154903,COMPLETE,64.0,,,0.4745981187695918,35.0,,128.0,36.0,0.0001921096312467131,standard,0 days 00:02:58.015440,0.0102302352945923,1.0,,,,,,,,,,
tft,15d,107,,PRUNED,64.0,,,0.3828711346095709,38.0,,512.0,36.0,0.00013774655392187203,standard,0 days 00:00:01.234876,0.04196164487200434,1.0,,,,,,,,,,
tft,15d,108,0.05490349804374177,COMPLETE,64.0,,,0.43148081142460637,37.0,,128.0,120.0,0.00023298735036282841,standard,0 days 00:04:25.329412,0.02769341446015955,1.0,,,,,,,,,,
tft,15d,109,0.06024305438369523,COMPLETE,64.0,,,0.45582106638982356,33.0,,128.0,36.0,0.0005149198535302569,standard,0 days 00:02:55.607692,0.0754938890442357,1.0,,,,,,,,,,
tft,15d,110,0.06073390928354146,COMPLETE,64.0,,,0.4228770949381657,36.0,,128.0,96.0,0.00038001813875338354,standard,0 days 00:04:00.830936,0.08797545297372097,1.0,,,,,,,,,,
tft,15d,111,0.05956368253173476,COMPLETE,64.0,,,0.44154523110313104,37.0,,128.0,120.0,0.00022722150341940203,standard,0 days 00:04:24.324464,0.027209635509468123,1.0,,,,,,,,,,
tft,15d,112,0.0752613008320103,COMPLETE,64.0,,,0.35411136545673094,37.0,,128.0,120.0,0.0002828166787855174,standard,0 days 00:04:26.152146,0.05903878763011742,1.0,,,,,,,,,,
tft,15d,113,0.06518907765806785,COMPLETE,64.0,,,0.4288476353401605,35.0,,128.0,120.0,0.0003064394954074279,standard,0 days 00:04:23.971537,0.029544591580474972,1.0,,,,,,,,,,
tft,15d,114,0.07166872731145195,COMPLETE,64.0,,,0.40712081949926443,38.0,,256.0,120.0,0.0002457329453125364,standard,0 days 00:09:34.185989,0.04435907231991801,1.0,,,,,,,,,,
tft,15d,115,0.05266745328802284,COMPLETE,128.0,,,0.41815985643224335,36.0,,128.0,48.0,0.00017403244056543634,standard,0 days 00:03:10.442710,0.014697158912571104,1.0,,,,,,,,,,
tft,15d,116,,PRUNED,128.0,,,0.39540691803180217,36.0,,384.0,48.0,9.31135795259278e-05,standard,0 days 00:00:00.970571,0.012548947161754767,8.0,,,,,,,,,,
tft,15d,117,0.05425909157030037,COMPLETE,128.0,,,0.44603807277238094,35.0,,128.0,48.0,0.0001873824163405146,standard,0 days 00:03:11.308468,0.005112778081749883,1.0,,,,,,,,,,
tft,15d,118,0.056888261386188355,COMPLETE,128.0,,,0.4490866260973026,35.0,,128.0,48.0,0.00016909442952079423,minmax,0 days 00:03:10.702089,0.006590583558670257,1.0,,,,,,,,,,
tft,15d,119,0.06353361737917144,COMPLETE,128.0,,,0.46777866636261706,36.0,,128.0,48.0,0.00014853627247374564,standard,0 days 00:03:09.597178,0.0016117659448929888,1.0,,,,,,,,,,
tft,15d,120,0.05697661741845138,COMPLETE,128.0,,,0.49065310431615006,35.0,,128.0,48.0,0.0001284857217833195,standard,0 days 00:03:26.657301,0.017459210379269636,4.0,,,,,,,,,,
tft,15d,121,0.05365830184768461,COMPLETE,128.0,,,0.4181776964927665,34.0,,128.0,48.0,0.0001933713475130906,standard,0 days 00:03:12.062604,0.03636859108073297,1.0,,,,,,,,,,
tft,15d,122,0.05452999937811632,COMPLETE,128.0,,,0.4183533156635079,34.0,,128.0,48.0,0.00018985005037456076,standard,0 days 00:03:07.862157,0.03702625579768391,1.0,,,,,,,,,,
tft,15d,123,0.053028511992293824,COMPLETE,128.0,,,0.4134511464253442,34.0,,128.0,48.0,0.00019868210483340245,standard,0 days 00:03:10.986116,0.06942303739741862,1.0,,,,,,,,,,
tft,15d,124,0.05106533663786635,COMPLETE,128.0,,,0.4553182845775226,33.0,,128.0,48.0,0.00020673221352114098,standard,0 days 00:03:12.608561,0.06799026960562048,1.0,,,,,,,,,,
tft,15d,125,0.05117167494400705,COMPLETE,128.0,,,0.45841028060122885,33.0,,128.0,48.0,0.00021216090456264086,standard,0 days 00:03:11.033417,0.05663088266640813,1.0,,,,,,,,,,
tft,15d,126,0.05160180979388207,COMPLETE,128.0,,,0.4786849912668426,33.0,,128.0,48.0,0.0002193428221938445,standard,0 days 00:03:12.800061,0.06531290094254118,1.0,,,,,,,,,,
tft,15d,127,0.05773327336757403,COMPLETE,128.0,,,0.4784082824566738,33.0,,96.0,48.0,0.00020407943726968007,standard,0 days 00:02:28.422367,0.06928121129556226,1.0,,,,,,,,,,
tft,15d,128,0.05265608683212973,COMPLETE,128.0,,,0.457437388071669,32.0,,128.0,48.0,0.00032171992995679743,standard,0 days 00:03:10.023795,0.08227405493799017,1.0,,,,,,,,,,
tft,15d,129,0.06047196624315604,COMPLETE,128.0,,,0.4572449093901681,32.0,,128.0,48.0,0.0001102320114219883,standard,0 days 00:03:11.330801,0.10754306550147053,1.0,,,,,,,,,,
tft,15d,130,0.07473542625512304,COMPLETE,128.0,,,0.4701105804300438,32.0,,128.0,48.0,0.0003436545453549737,robust,0 days 00:03:10.659387,0.0810365407983643,1.0,,,,,,,,,,
tft,15d,131,0.05217308372583551,COMPLETE,128.0,,,0.45889490366857855,33.0,,128.0,48.0,0.0002170453656138227,standard,0 days 00:03:09.930624,0.05452103301627745,1.0,,,,,,,,,,
tft,15d,132,0.051089567080970746,COMPLETE,128.0,,,0.48609313911897567,33.0,,128.0,48.0,0.00021632133059624136,standard,0 days 00:03:13.452300,0.05787830992729161,1.0,,,,,,,,,,
tft,15d,133,0.04963866604812517,COMPLETE,128.0,,,0.49144672188598065,33.0,,128.0,48.0,0.00021624778001206406,standard,0 days 00:03:10.246449,0.060786759204500704,1.0,,,,,,,,,,
tft,15d,134,0.04989008227071014,COMPLETE,128.0,,,0.4988431463550216,33.0,,128.0,48.0,0.0002165936012667191,standard,0 days 00:03:11.050476,0.055967072024671646,1.0,,,,,,,,,,
tft,15d,135,0.053215218483360326,COMPLETE,128.0,,,0.49390096124426336,33.0,,128.0,48.0,0.0002237882958856081,standard,0 days 00:03:11.543072,0.05883186761647036,1.0,,,,,,,,,,
tft,15d,136,0.0591401278799378,COMPLETE,128.0,,,0.4847017422432932,33.0,,192.0,48.0,0.00031767235935024364,standard,0 days 00:06:39.422322,0.09503946665114711,1.0,,,,,,,,,,
tft,15d,137,0.05600343120186459,COMPLETE,128.0,,,0.49607293282972703,32.0,,128.0,48.0,0.0001552502725821362,standard,0 days 00:03:10.490569,0.08513615211964401,1.0,,,,,,,,,,
tft,15d,138,0.05620837068901517,COMPLETE,128.0,,,0.4784377099129053,31.0,,32.0,48.0,0.0004014464719032816,standard,0 days 00:01:01.798093,0.07681787093166725,1.0,,,,,,,,,,
tft,15d,139,0.053072239272642596,COMPLETE,128.0,,,0.46911668122621625,33.0,,128.0,48.0,0.00021994415533640595,standard,0 days 00:03:09.333376,0.06135232737482303,1.0,,,,,,,,,,
tft,15d,140,0.05887450215341499,COMPLETE,128.0,,,0.4847613226887582,32.0,,128.0,48.0,0.0002880743304614679,standard,0 days 00:03:39.960062,0.119419618406196,8.0,,,,,,,,,,
tft,15d,141,0.06068894605694505,COMPLETE,128.0,,,0.49917663324507344,33.0,,128.0,48.0,0.00016684466654910143,standard,0 days 00:03:13.099775,0.05530914236296839,1.0,,,,,,,,,,
tft,15d,142,0.055784163092788386,COMPLETE,128.0,,,0.4603912728643729,33.0,,128.0,48.0,0.0002445559435738248,standard,0 days 00:03:08.114307,0.1020841990317761,1.0,,,,,,,,,,
tft,15d,143,0.058436586546883953,COMPLETE,128.0,,,0.47463420411503277,33.0,,128.0,48.0,0.0003186677104933542,standard,0 days 00:03:11.560406,0.06914158951776891,1.0,,,,,,,,,,
tft,15d,144,0.06548325986822323,COMPLETE,128.0,,,0.45424254872779196,31.0,,128.0,48.0,0.00013176224569860982,standard,0 days 00:03:08.008230,0.05511696754123416,1.0,,,,,,,,,,
tft,15d,145,,PRUNED,128.0,,,0.48748928675112974,33.0,,512.0,48.0,0.00021238361410160853,standard,0 days 00:00:01.146509,0.08741024300882548,1.0,,,,,,,,,,
tft,15d,146,0.06120127952511834,COMPLETE,128.0,,,0.464801964942223,32.0,,128.0,48.0,0.00016834936816020136,standard,0 days 00:03:15.888380,0.04504073701204901,2.0,,,,,,,,,,
tft,15d,147,0.06094585678465646,COMPLETE,128.0,,,0.4421545964025564,33.0,,256.0,48.0,0.000265639920430389,minmax,0 days 00:06:49.843892,0.07613991298547611,1.0,,,,,,,,,,
tft,15d,148,0.06156296537348841,COMPLETE,128.0,,,0.47824655251868736,34.0,,128.0,48.0,0.0003614073213913584,standard,0 days 00:03:09.449824,0.06427071711829653,1.0,,,,,,,,,,
tft,15d,149,0.06374998311440719,COMPLETE,128.0,,,0.4506291060530233,33.0,,128.0,12.0,0.00022312107363574348,standard,0 days 00:02:33.897708,0.09625300293098271,1.0,,,,,,,,,,
tft,3d,0,0.06073671502805224,COMPLETE,32.0,,,0.3005575058716044,37.0,,64.0,120.0,0.001331121608073689,minmax,0 days 00:01:28.214190,0.023225206359998862,1.0,,,,,,,,,,
tft,3d,1,0.07192247551754542,COMPLETE,128.0,,,0.34211651325607845,39.0,,192.0,120.0,0.00020914981329035596,standard,0 days 00:05:13.403417,0.16266516538163217,1.0,,,,,,,,,,
tft,3d,2,0.08292200083149992,COMPLETE,128.0,,,0.03727532183988541,34.0,,96.0,120.0,0.009133995846860976,robust,0 days 00:02:20.554390,0.23610746258097465,8.0,,,,,,,,,,
tft,3d,3,0.09739287912365874,COMPLETE,32.0,,,0.012709563372047594,40.0,,192.0,12.0,2.1070472806578224e-05,standard,0 days 00:01:34.073769,0.26967112095782536,8.0,,,,,,,,,,
tft,3d,4,0.0837202980816486,COMPLETE,16.0,,,0.0034760652655953517,34.0,,64.0,96.0,0.0003405978543532997,standard,0 days 00:01:14.025089,0.13932323211830572,2.0,,,,,,,,,,
tft,3d,5,0.07644228874929176,COMPLETE,64.0,,,0.11881877199619983,40.0,,192.0,24.0,0.0015298506868937445,standard,0 days 00:01:59.320554,0.06876047207299663,8.0,,,,,,,,,,
tft,3d,6,0.09008955403547017,COMPLETE,64.0,,,0.26482528917800324,39.0,,96.0,48.0,5.3156560571583175e-05,minmax,0 days 00:01:07.964336,0.08040402570874933,4.0,,,,,,,,,,
tft,3d,7,0.08059270993924847,COMPLETE,16.0,,,0.32481644952360733,33.0,,512.0,36.0,0.0035291509251299,standard,0 days 00:06:05.802710,0.08855533970352447,1.0,,,,,,,,,,
tft,3d,8,0.08476858993503736,COMPLETE,64.0,,,0.4818099885446264,44.0,,512.0,36.0,0.003622666594728667,robust,0 days 00:06:05.598581,0.14679592213224668,1.0,,,,,,,,,,
tft,3d,9,0.05979694570211819,COMPLETE,16.0,,,0.3509834386288517,32.0,,128.0,96.0,0.0024399336035729174,standard,0 days 00:02:12.558203,0.042673732496884,2.0,,,,,,,,,,
tft,3d,10,0.073133985737811,COMPLETE,128.0,,,0.39759309738435183,45.0,,256.0,12.0,6.493767776722161e-05,robust,0 days 00:01:34.804772,0.12386549475057873,1.0,,,,,,,,,,
tft,3d,11,0.07365876050398634,COMPLETE,16.0,,,0.2370869145436626,31.0,,384.0,36.0,1.9656332139612295e-05,robust,0 days 00:04:12.953539,0.2877370889379395,8.0,,,,,,,,,,
tft,3d,12,0.0691874328726423,COMPLETE,128.0,,,0.09789556739464822,41.0,,384.0,36.0,1.614670469622491e-05,minmax,0 days 00:04:11.343696,0.403417369633632,1.0,,,,,,,,,,
tft,3d,13,0.06542876130158559,COMPLETE,32.0,,,0.3754355338957487,40.0,,32.0,72.0,0.0018349685376940496,standard,0 days 00:00:44.805394,0.37618726471884,8.0,,,,,,,,,,
tft,3d,14,0.06806716934325982,COMPLETE,32.0,,,0.17545750627603934,43.0,,512.0,48.0,2.244920931433379e-05,robust,0 days 00:07:14.728913,0.04175035834933438,2.0,,,,,,,,,,
tft,3d,15,0.08489375246447257,COMPLETE,64.0,,,0.028151637840918675,38.0,,128.0,96.0,2.2722376351800995e-05,robust,0 days 00:02:11.617413,0.2615489220850744,1.0,,,,,,,,,,
tft,3d,16,0.09036370597360122,COMPLETE,32.0,,,0.47520574203827937,40.0,,256.0,96.0,0.004685882039801086,minmax,0 days 00:04:53.888379,0.36285975419418,8.0,,,,,,,,,,
tft,3d,17,0.1044524598637531,COMPLETE,64.0,,,0.49363806465747223,42.0,,96.0,96.0,2.8265109567655277e-05,robust,0 days 00:01:43.742457,0.06457970757574749,1.0,,,,,,,,,,
tft,3d,18,0.07184046386333257,COMPLETE,32.0,,,0.26015385045189665,35.0,,32.0,12.0,0.00207469937066435,robust,0 days 00:00:29.417242,0.17412773351165017,8.0,,,,,,,,,,
tft,3d,19,0.07389435067501555,COMPLETE,32.0,,,0.2460581465397691,44.0,,256.0,12.0,5.952962748435576e-05,robust,0 days 00:01:35.329418,0.02043430813323943,2.0,,,,,,,,,,
tft,3d,20,0.0705258486375589,COMPLETE,32.0,,,0.25170863542742844,39.0,,256.0,24.0,0.0011781063202742131,minmax,0 days 00:02:03.471516,0.12621847217201038,4.0,,,,,,,,,,
tft,3d,21,0.06824724726501731,COMPLETE,128.0,,,0.13462161547469048,36.0,,64.0,24.0,0.00013547291924247333,minmax,0 days 00:00:38.104439,0.28538915233445594,8.0,,,,,,,,,,
tft,3d,22,0.09781965129444362,COMPLETE,32.0,,,0.09328351202565288,44.0,,64.0,24.0,7.166143591413812e-05,minmax,0 days 00:00:38.050413,0.09352187427876169,8.0,,,,,,,,,,
tft,3d,23,0.07912410057273311,COMPLETE,16.0,,,0.07718135763710116,35.0,,256.0,24.0,0.0002776005393437382,robust,0 days 00:02:02.947879,0.36543373760182213,4.0,,,,,,,,,,
tft,3d,24,0.09746924991569471,COMPLETE,32.0,,,0.10081366002387226,33.0,,32.0,24.0,3.097189858969044e-05,standard,0 days 00:00:30.422201,0.31211899795699605,8.0,,,,,,,,,,
tft,3d,25,0.07415258255186624,COMPLETE,128.0,,,0.4469462915254788,42.0,,64.0,48.0,0.0023216226582091154,robust,0 days 00:00:49.726945,0.32057381644264865,4.0,,,,,,,,,,
tft,3d,26,0.09214235119542416,COMPLETE,128.0,,,0.23100290182206634,36.0,,256.0,36.0,0.006947843362776956,minmax,0 days 00:02:27.806041,0.056619022920377626,2.0,,,,,,,,,,
tft,3d,27,0.08871267249105363,COMPLETE,16.0,,,0.027380819411015667,37.0,,32.0,24.0,0.00010129586676262229,robust,0 days 00:00:29.093408,0.3161321439597652,2.0,,,,,,,,,,
tft,3d,28,,PRUNED,128.0,,,0.2510975051656213,36.0,,512.0,120.0,0.0006111601825712035,standard,0 days 00:00:07.012635,0.47305773106681637,8.0,,,,,,,,,,
tft,3d,29,0.08453702174751361,COMPLETE,32.0,,,0.013547996251741745,40.0,,384.0,12.0,4.633578081317681e-05,robust,0 days 00:02:40.368203,0.04275426542723404,4.0,,,,,,,,,,
tft,3d,30,0.06630762624096766,COMPLETE,64.0,,,0.12971171671564624,36.0,,256.0,48.0,0.00013774543805284534,standard,0 days 00:02:57.805968,0.12894384271660114,8.0,,,,,,,,,,
tft,3d,31,0.06391696408431728,COMPLETE,128.0,,,0.05887554144507057,36.0,,96.0,48.0,0.0005364749235444045,minmax,0 days 00:01:07.865359,0.3690168082131852,2.0,,,,,,,,,,
tft,3d,32,0.08092065371527055,COMPLETE,32.0,,,0.2832023201484486,41.0,,384.0,96.0,0.0002680101282693171,robust,0 days 00:08:02.516695,0.40955115883709986,2.0,,,,,,,,,,
tft,3d,33,0.06532552268598368,COMPLETE,64.0,,,0.4751186769104012,41.0,,384.0,48.0,0.00021777966171887745,robust,0 days 00:04:56.313438,0.01697298929289942,1.0,,,,,,,,,,
tft,3d,34,0.08092114488676538,COMPLETE,32.0,,,0.15955023662162782,44.0,,128.0,48.0,0.0030672305589633155,robust,0 days 00:01:28.808959,0.010634705425193569,8.0,,,,,,,,,,
tft,3d,35,0.08001314887204224,COMPLETE,32.0,,,0.23993781015195442,45.0,,192.0,24.0,0.0007629856846111094,robust,0 days 00:01:57.735217,0.47498059197511266,4.0,,,,,,,,,,
tft,3d,36,0.0829940215651109,COMPLETE,16.0,,,0.49558431306848827,45.0,,192.0,72.0,4.954674221641707e-05,robust,0 days 00:03:36.075017,0.07694795316992753,4.0,,,,,,,,,,
tft,3d,37,0.0678954739616825,COMPLETE,32.0,,,0.13280002129435303,40.0,,512.0,120.0,2.446497429833724e-05,robust,0 days 00:14:00.988151,0.2962038923297588,2.0,,,,,,,,,,
tft,3d,38,0.08538846986021167,COMPLETE,32.0,,,0.42529086454712095,32.0,,256.0,48.0,0.003998366525631395,minmax,0 days 00:02:54.457438,0.1435190665874564,2.0,,,,,,,,,,
tft,3d,39,0.07562202476399368,COMPLETE,16.0,,,0.380513951251014,30.0,,64.0,24.0,0.0004205326656109645,minmax,0 days 00:00:35.844648,0.06504312006531598,2.0,,,,,,,,,,
tft,3d,40,0.06604504462404859,COMPLETE,64.0,,,0.32561027269856957,38.0,,96.0,120.0,0.001225613144568731,standard,0 days 00:02:00.552888,0.21741953063549738,1.0,,,,,,,,,,
tft,3d,41,0.0663273114152715,COMPLETE,64.0,,,0.35919019107087624,37.0,,128.0,72.0,0.0007034141884024402,standard,0 days 00:01:46.211010,0.0042895272100203635,1.0,,,,,,,,,,
tft,3d,42,0.066469320344443,COMPLETE,16.0,,,0.3069929772242851,34.0,,96.0,72.0,0.0004989185995912449,standard,0 days 00:01:22.881257,0.22466015925010985,1.0,,,,,,,,,,
tft,3d,43,0.06275044710805913,COMPLETE,128.0,,,0.3515455194051771,39.0,,32.0,72.0,0.0009619996094926105,standard,0 days 00:00:38.043686,0.4230694025665409,1.0,,,,,,,,,,
tft,3d,44,0.06369767612709783,COMPLETE,128.0,,,0.20825874732095234,39.0,,128.0,120.0,0.0010528463999196563,standard,0 days 00:02:37.440613,0.4363396241729177,1.0,,,,,,,,,,
tft,3d,45,0.05431491066982179,COMPLETE,128.0,,,0.19154687186573383,38.0,,128.0,120.0,0.0009815691960858904,standard,0 days 00:02:34.132077,0.4378302627667129,1.0,,,,,,,,,,
tft,3d,46,0.05151194405098082,COMPLETE,128.0,,,0.19486890146148741,39.0,,128.0,120.0,0.0009331553184513598,standard,0 days 00:02:37.983734,0.4450237727046637,1.0,,,,,,,,,,
tft,3d,47,0.06187179868874802,COMPLETE,128.0,,,0.2902780675810821,38.0,,128.0,120.0,0.0008673240106843505,standard,0 days 00:02:34.601509,0.4965219595391711,1.0,,,,,,,,,,
tft,3d,48,0.07346229883912275,COMPLETE,128.0,,,0.21212345297117716,38.0,,128.0,120.0,0.001456910191761674,standard,0 days 00:02:33.333443,0.4894018589972417,1.0,,,,,,,,,,
tft,3d,49,0.09409831502325847,COMPLETE,128.0,,,0.28184145689636064,38.0,,128.0,120.0,0.002827783811353024,standard,0 days 00:02:34.751047,0.45629123825316315,1.0,,,,,,,,,,
tft,3d,50,0.07729007568767529,COMPLETE,128.0,,,0.19330473035770002,37.0,,128.0,120.0,0.0017530818911507516,standard,0 days 00:02:34.939904,0.49692139252485434,1.0,,,,,,,,,,
tft,3d,51,0.062393247439921314,COMPLETE,128.0,,,0.34230574562185095,39.0,,128.0,120.0,0.0009313578573420382,standard,0 days 00:02:33.605214,0.4350055481316013,1.0,,,,,,,,,,
tft,3d,52,0.06688092942980396,COMPLETE,128.0,,,0.30956447445436874,39.0,,128.0,120.0,0.0007964370055726898,standard,0 days 00:02:35.168598,0.44992759681165506,1.0,,,,,,,,,,
tft,3d,53,0.07904394523746022,COMPLETE,128.0,,,0.2820759559679172,39.0,,128.0,120.0,0.005870779202824237,standard,0 days 00:02:35.100129,0.39209244602118254,1.0,,,,,,,,,,
tft,3d,54,0.06942754807671433,COMPLETE,128.0,,,0.31497073234921447,38.0,,128.0,120.0,0.0003745170737026177,standard,0 days 00:02:35.358603,0.10015563644656766,1.0,,,,,,,,,,
tft,3d,55,0.07484211923162294,COMPLETE,128.0,,,0.16489586796596734,35.0,,128.0,120.0,0.0014255101684121092,standard,0 days 00:02:35.364508,0.1940042236718941,1.0,,,,,,,,,,
tft,3d,56,0.07602296961301899,COMPLETE,16.0,,,0.40106060830238366,30.0,,128.0,96.0,0.0022326025583264846,standard,0 days 00:02:11.500097,0.43419747825028215,1.0,,,,,,,,,,
tft,3d,57,0.06605129032933843,COMPLETE,128.0,,,0.3358057279874444,37.0,,128.0,120.0,0.0009244532184197419,standard,0 days 00:02:35.292232,0.4643646142072447,1.0,,,,,,,,,,
tft,3d,58,0.0651220680655537,COMPLETE,128.0,,,0.22402014303239215,41.0,,64.0,120.0,0.002599241081770107,standard,0 days 00:01:24.558976,0.33814132903269284,1.0,,,,,,,,,,
tft,3d,59,0.05453661846885221,COMPLETE,128.0,,,0.362928181115621,31.0,,128.0,96.0,0.0016977551018274484,standard,0 days 00:02:12.456638,0.39427555147548093,1.0,,,,,,,,,,
tft,3d,60,0.05759654745507069,COMPLETE,16.0,,,0.3764970426095707,31.0,,128.0,96.0,0.001869877116988937,standard,0 days 00:02:12.632169,0.38742932789206586,1.0,,,,,,,,,,
tft,3d,61,0.06523626547217445,COMPLETE,16.0,,,0.37334568530652956,31.0,,128.0,96.0,0.0016540824377667864,standard,0 days 00:02:11.389426,0.38892110760037374,1.0,,,,,,,,,,
tft,3d,62,0.07271660262054687,COMPLETE,16.0,,,0.3982876625165293,32.0,,128.0,96.0,0.0012520302556991558,standard,0 days 00:02:11.846669,0.34869528874587474,1.0,,,,,,,,,,
tft,3d,63,0.07378321852882405,COMPLETE,16.0,,,0.4250933691082082,31.0,,128.0,96.0,0.0020038845779481174,standard,0 days 00:02:11.495155,0.4204839398206202,1.0,,,,,,,,,,
tft,3d,64,0.06808749924444747,COMPLETE,16.0,,,0.29484952610902126,32.0,,128.0,96.0,0.003004547579152032,standard,0 days 00:02:11.848338,0.48386516562578047,1.0,,,,,,,,,,
tft,3d,65,0.07713361180255192,COMPLETE,128.0,,,0.2683154339008097,33.0,,64.0,96.0,0.004089966856436552,minmax,0 days 00:01:11.793955,0.4482168417692312,1.0,,,,,,,,,,
tft,3d,66,0.07613423593250689,COMPLETE,16.0,,,0.18998749850911026,30.0,,128.0,96.0,0.005618218282848032,standard,0 days 00:02:11.444358,0.03320479602467381,1.0,,,,,,,,,,
tft,3d,67,0.07172079607523549,COMPLETE,128.0,,,0.363732954379475,31.0,,128.0,36.0,0.00861107755196094,standard,0 days 00:01:11.486378,0.40126230780207,1.0,,,,,,,,,,
tft,3d,68,0.07141038615376184,COMPLETE,128.0,,,0.33551154488263973,33.0,,192.0,96.0,0.0006166505838276006,minmax,0 days 00:04:24.249843,0.34666026996436905,2.0,,,,,,,,,,
tft,3d,69,0.08732679508852764,COMPLETE,16.0,,,0.3835604972851357,34.0,,64.0,12.0,0.0014441086665420168,standard,0 days 00:00:29.532266,0.4985457585816822,1.0,,,,,,,,,,
tft,3d,70,0.06658079871953085,COMPLETE,128.0,,,0.4159937932649454,32.0,,128.0,96.0,0.001991118332371564,standard,0 days 00:02:12.577440,0.3827661189558763,1.0,,,,,,,,,,
tft,3d,71,0.06322415446846913,COMPLETE,128.0,,,0.3425917220502383,38.0,,128.0,120.0,0.0008927763058798981,standard,0 days 00:02:34.806115,0.4349227785749204,1.0,,,,,,,,,,
tft,3d,72,0.05739233276026708,COMPLETE,128.0,,,0.2934502629549247,40.0,,128.0,120.0,0.0011164163618048192,standard,0 days 00:02:34.304690,0.41243079724539505,1.0,,,,,,,,,,
tft,3d,73,0.07798723572773128,COMPLETE,128.0,,,0.26360367748777735,40.0,,128.0,120.0,1.0662266500026227e-05,standard,0 days 00:02:34.863546,0.41282941501315124,1.0,,,,,,,,,,
tft,3d,74,0.07681001955324121,COMPLETE,128.0,,,0.2970229962749771,40.0,,512.0,120.0,0.0011531732692108094,standard,0 days 00:14:00.209222,0.4716492270896285,2.0,,,,,,,,,,
tft,3d,75,0.06420157952526757,COMPLETE,128.0,,,0.3261736173000131,31.0,,128.0,120.0,0.002373405911151311,minmax,0 days 00:02:34.123843,0.40176360805274225,1.0,,,,,,,,,,
tft,3d,76,0.06588343506104541,COMPLETE,16.0,,,0.15753998652329657,42.0,,128.0,96.0,0.0033534998658194272,standard,0 days 00:02:11.745653,0.4543925800456161,1.0,,,,,,,,,,
tft,3d,77,0.06536545959656628,COMPLETE,32.0,,,0.45148741842127693,37.0,,64.0,120.0,0.0006697724839519788,standard,0 days 00:01:32.039486,0.028243896445547468,4.0,,,,,,,,,,
tft,3d,78,0.09205298874486423,COMPLETE,128.0,,,0.2744091418094273,41.0,,384.0,36.0,0.00046913010273023475,minmax,0 days 00:04:11.342433,0.3722695952579695,1.0,,,,,,,,,,
tft,3d,79,0.06803348971306847,COMPLETE,16.0,,,0.29991165658855506,35.0,,32.0,96.0,0.001730758422733045,standard,0 days 00:00:46.719347,0.25776752035583006,2.0,,,,,,,,,,
tft,3d,80,0.06957045050227907,COMPLETE,64.0,,,0.321517013118454,30.0,,128.0,120.0,0.0013506464234617995,standard,0 days 00:02:38.315816,0.05347083923169871,1.0,,,,,,,,,,
tft,3d,81,0.07145034608595986,COMPLETE,128.0,,,0.357555274665153,39.0,,128.0,120.0,0.000997038310279,standard,0 days 00:02:34.715958,0.42796466660188726,1.0,,,,,,,,,,
tft,3d,82,0.06874851556059337,COMPLETE,128.0,,,0.371673888281161,38.0,,128.0,120.0,0.0008130313180703654,standard,0 days 00:02:33.998014,0.4457846803716157,1.0,,,,,,,,,,
tft,3d,83,0.0735347710775454,COMPLETE,128.0,,,0.3511139771309644,39.0,,128.0,120.0,0.0016234215843291672,standard,0 days 00:02:33.977523,0.41237062642916417,1.0,,,,,,,,,,
tft,3d,84,0.07292030960527116,COMPLETE,128.0,,,0.3890032985689294,39.0,,128.0,12.0,0.0011265278002002017,standard,0 days 00:00:46.975451,0.4799535994590327,1.0,,,,,,,,,,
tft,3d,85,0.0738759107195926,COMPLETE,128.0,,,0.25521620591240485,40.0,,96.0,120.0,0.0005599922718445465,standard,0 days 00:02:00.792742,0.4653861259243839,1.0,,,,,,,,,,
tft,3d,86,0.06328093917136739,COMPLETE,32.0,,,0.22555860964584834,42.0,,192.0,120.0,0.00032498387949092046,standard,0 days 00:05:11.746398,0.39827450488226457,1.0,,,,,,,,,,
tft,3d,87,0.06640322635405906,COMPLETE,128.0,,,0.3353477278894748,38.0,,128.0,120.0,0.0007774694374171967,minmax,0 days 00:02:38.154221,0.3572039337158482,2.0,,,,,,,,,,
tft,3d,88,0.07317871576527654,COMPLETE,128.0,,,0.4129226000846157,39.0,,512.0,96.0,0.0010848722954310208,standard,0 days 00:11:51.519365,0.32953146673584577,8.0,,,,,,,,,,
tft,3d,89,0.08460503974276877,COMPLETE,128.0,,,0.19473435518482113,40.0,,128.0,120.0,0.001921118195614544,standard,0 days 00:02:35.765970,0.43982421049654474,1.0,,,,,,,,,,
tft,3d,90,0.07250947952658023,COMPLETE,32.0,,,0.17788377094015964,31.0,,64.0,72.0,0.002622196542824087,standard,0 days 00:01:01.950091,0.3792790458344105,4.0,,,,,,,,,,
tft,3d,91,0.06435480582504148,COMPLETE,128.0,,,0.31834247483060757,37.0,,32.0,72.0,0.0009170385642086109,standard,0 days 00:00:37.719953,0.42391055901747304,1.0,,,,,,,,,,
