model,horizon,number,value,state,params_batch_size,params_decoder_hidden_size,params_decoder_layers,params_dropout,params_early_stop_patience,params_encoder_n_layers,params_hidden_size,params_input_size,params_lr,params_scaler,duration,params_attn_dropout,params_n_head,params_colsample_bylevel,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample
xgb,15d,135,0.12048164469080125,COMPLETE,,,,,,,,,,,0 days 00:00:00.857800,,,0.414998842616367,0.5141425445092441,0.016813884977402813,0.0013316216486000533,5.0,6.0,1150.0,0.0008836523729122154,4.604378652280413,0.797839215614286
xgb,15d,136,0.11045535299806837,COMPLETE,,,,,,,,,,,0 days 00:00:00.779579,,,0.4434148893764994,0.5727901349480262,0.008287572794236333,0.0016400903422337035,4.0,8.0,1300.0,0.0012013687155140165,0.5320464109909803,0.7734114925226551
xgb,15d,137,0.11132703857434027,COMPLETE,,,,,,,,,,,0 days 00:00:00.673299,,,0.42543935925583604,0.48056713702183906,0.009554415893120258,0.001978190112160638,4.0,7.0,1050.0,0.0002740267125020161,1.030113467736543,0.7202277125736242
xgb,15d,138,0.11009714034336646,COMPLETE,,,,,,,,,,,0 days 00:00:01.025968,,,0.4333056107743133,0.5351131482523944,0.0015005966179726788,0.002307188310080528,5.0,9.0,1400.0,0.0017814076219302385,3.038683116262492,0.7482559826978563
xgb,15d,139,0.10895040087580896,COMPLETE,,,,,,,,,,,0 days 00:00:00.927373,,,0.45273877727669376,0.46935317008482835,0.003385216351792636,0.0026892866906105604,4.0,10.0,1600.0,0.0008580525503240788,0.6924720439159021,0.6960497363010584
xgb,15d,140,0.10744712156679086,COMPLETE,,,,,,,,,,,0 days 00:00:00.681052,,,0.4123650032722612,0.4123131859130432,0.01144531901634887,0.0029173640083691417,4.0,8.0,1200.0,0.0042300755869743405,0.26677140122796333,0.7606434246705439
xgb,15d,141,0.10777207160514167,COMPLETE,,,,,,,,,,,0 days 00:00:00.699414,,,0.4244270455320172,0.4102366229354778,0.02922165352924161,0.0029809939690090604,4.0,8.0,1250.0,0.0026569149158621064,0.26371701539826725,0.8132073531560617
xgb,15d,142,0.10843539848165959,COMPLETE,,,,,,,,,,,0 days 00:00:00.667484,,,0.4286480207431985,0.40070868208253974,0.03162644781258662,0.0034368758598725927,4.0,8.0,1200.0,0.002632452278140374,0.2981248094746524,0.7740879454909749
xgb,15d,143,0.10793326761875718,COMPLETE,,,,,,,,,,,0 days 00:00:00.674288,,,0.4108044512976866,0.41221369024861554,0.027252192272456986,0.002398377578682241,4.0,12.0,1150.0,0.0036560819236169956,0.4533089080739482,0.7611049509953601
xgb,15d,144,0.1094720509611683,COMPLETE,,,,,,,,,,,0 days 00:00:00.656372,,,0.4001566386650504,0.4150503181539489,0.02638868185604786,0.0021393715637483637,4.0,12.0,1150.0,0.003910414583447807,0.26929426001274515,0.7579962131235009
xgb,15d,145,0.10803235837513492,COMPLETE,,,,,,,,,,,0 days 00:00:00.705389,,,0.4138019444759652,0.4334605436702503,0.039998577307708456,0.0031707617865478505,4.0,12.0,1150.0,0.0029990126722291657,0.40282872984295837,0.7364271947234193
xgb,15d,146,0.11093253489842277,COMPLETE,,,,,,,,,,,0 days 00:00:00.777173,,,0.41268329083798744,0.4337590036347223,0.039690147034626005,0.0038199028832387027,5.0,12.0,1000.0,0.0051749698659739485,0.11485010034053063,0.7311379748731993
xgb,15d,147,0.10793712547500409,COMPLETE,,,,,,,,,,,0 days 00:00:00.757470,,,0.4119164449537773,0.41087890475331057,0.04864278858768946,0.003093364373064725,4.0,13.0,1250.0,0.003705349761519562,0.21236923928022106,0.735225140091638
xgb,15d,148,0.10794407883063183,COMPLETE,,,,,,,,,,,0 days 00:00:00.717390,,,0.4120530974485642,0.41411821420719025,0.05189082944263112,0.0032481966570696743,5.0,14.0,1050.0,0.003702186860943592,0.1724273756025356,0.7392050817148657
xgb,15d,149,0.11065560827001744,COMPLETE,,,,,,,,,,,0 days 00:00:00.910850,,,0.41651987150326536,0.4004123168632421,0.09019048118802778,0.003421892643916962,6.0,14.0,1150.0,0.006200817545805277,0.1836975134008093,0.7052866115418364
xgb,3d,0,0.1259798233300158,COMPLETE,,,,,,,,,,,0 days 00:00:01.928448,,,0.49359671220172163,0.4936111842654619,0.29154431891537513,0.09454306819536169,15.0,2.0,800.0,0.10129197956845731,0.3470266988650412,0.759195090518222
xgb,3d,1,0.13620554942603105,COMPLETE,,,,,,,,,,,0 days 00:00:00.589185,,,0.5100427059120604,0.5090949803242604,0.012561043700013555,0.1764971584817571,15.0,7.0,100.0,0.01444525102276306,0.0028585493941961923,0.5274034664069657
xgb,3d,2,0.1145736511791705,COMPLETE,,,,,,,,,,,0 days 00:00:00.891876,,,0.8711055768358081,0.6736419905302216,0.011400863701127324,0.00614454378558747,4.0,4.0,1250.0,0.09163741808778776,0.00017070728830306665,0.619817105976215
xgb,3d,3,0.12254992639842478,COMPLETE,,,,,,,,,,,0 days 00:00:01.421837,,,0.8850384088698766,0.9793792198447356,0.00024586032763280086,0.0014982086432155466,5.0,7.0,1250.0,0.2637333993381525,0.015876781526923997,0.9693313223519999
xgb,3d,4,0.2418422652237866,COMPLETE,,,,,,,,,,,0 days 00:00:01.061777,,,0.7975133706123891,0.5552679889600102,0.012030178871154668,0.0012382649697023553,9.0,7.0,300.0,0.05414413211338523,0.0008399864445957502,0.9455922412472693
xgb,3d,5,0.13551423729305614,COMPLETE,,,,,,,,,,,0 days 00:00:01.757307,,,0.9531245410138701,0.7587399872866512,0.0006080390190296605,0.34330447331061875,13.0,2.0,1950.0,0.00016832027985721928,0.004233032996527599,0.9368964102565893
xgb,3d,6,0.13732008702318121,COMPLETE,,,,,,,,,,,0 days 00:00:00.995566,,,0.7256176498949491,0.5685607058124285,0.16172900811143134,0.17247957710046016,6.0,3.0,850.0,0.0002359137306347715,8.598737339212267,0.6140519960161536
xgb,3d,7,0.12733960151003523,COMPLETE,,,,,,,,,,,0 days 00:00:01.556234,,,0.8374043008245924,0.8241144063085704,0.00019777828512462724,0.001034913443546759,5.0,16.0,1600.0,0.006199100007802264,0.00037961668958008145,0.8892768570729005
xgb,3d,8,0.12821488455272953,COMPLETE,,,,,,,,,,,0 days 00:00:03.306430,,,0.5951099932160482,0.5865893930293973,0.035500125258511595,0.007817787178411377,11.0,15.0,1750.0,2.7293781650374753,0.022965432344634346,0.4381350101716142
xgb,3d,9,0.132762209539096,COMPLETE,,,,,,,,,,,0 days 00:00:01.122399,,,0.6962773578186345,0.8625803079727365,0.005130551760589831,0.11306704080979882,12.0,11.0,300.0,0.0001339971723117974,0.00034630370261191863,0.7367663185416977
xgb,3d,10,0.1539896031639563,COMPLETE,,,,,,,,,,,0 days 00:00:00.983353,,,0.549575337489325,0.9445398843556558,0.10524574681335624,0.007054030995136232,11.0,9.0,150.0,0.0013931273790066707,0.00024260488932164486,0.7051424146988217
xgb,3d,11,0.13984387008119706,COMPLETE,,,,,,,,,,,0 days 00:00:00.669711,,,0.9228763541126306,0.7800422539062541,0.0005575453980775373,0.32301751873846973,5.0,17.0,650.0,2.902652141826388,0.049740621749684084,0.8848722277386502
xgb,3d,12,0.12725080516147752,COMPLETE,,,,,,,,,,,0 days 00:00:03.630436,,,0.6562646731757538,0.536761097525165,0.27728241828010597,0.007215756017643586,14.0,17.0,1650.0,0.00010833297073737757,0.03578792453502322,0.46603115471660606
xgb,3d,13,0.12397176536744044,COMPLETE,,,,,,,,,,,0 days 00:00:00.902070,,,0.5939217592124532,0.9657458223475115,0.06487477066058678,0.0021062650964613775,5.0,11.0,900.0,0.0065788201191231774,7.226207258080486,0.6025691028421768
xgb,3d,14,0.12979080325845374,COMPLETE,,,,,,,,,,,0 days 00:00:01.542992,,,0.4221321684127197,0.5709042966264806,0.010249816559563212,0.02198157476233291,6.0,13.0,1950.0,0.0001808813356570827,0.002473046721099914,0.5805269858900618
xgb,3d,15,0.11941552375250686,COMPLETE,,,,,,,,,,,0 days 00:00:02.043060,,,0.5452331629069003,0.9913902724663605,0.11129571947046,0.0024607467124175063,6.0,14.0,1850.0,0.0015423669834226219,0.4376044634724404,0.6936716561665378
xgb,3d,16,0.12989112105051068,COMPLETE,,,,,,,,,,,0 days 00:00:02.482432,,,0.9011814973535428,0.454173862032645,0.0005572807500029967,0.05127169631088556,11.0,7.0,800.0,0.00015991003111214837,0.09004606022643072,0.7214648104448551
xgb,3d,17,0.11756168277399359,COMPLETE,,,,,,,,,,,0 days 00:00:00.692175,,,0.5046198574029949,0.7871036742456698,0.003523233163198314,0.024105925153067684,3.0,14.0,1400.0,4.826695968786644,0.00048708496102003036,0.5358974651187628
xgb,3d,18,0.13691339993845408,COMPLETE,,,,,,,,,,,0 days 00:00:00.477649,,,0.7959904276205074,0.5547649766290934,0.01662659225403187,0.3131268715143098,4.0,17.0,750.0,0.0444890253806617,0.0016190544494716498,0.9264036120285886
xgb,3d,19,0.13553210132938848,COMPLETE,,,,,,,,,,,0 days 00:00:00.795246,,,0.6095257447675966,0.6034178746292205,0.38765111709116273,0.2692782818833751,14.0,15.0,250.0,2.7254117335304042,0.7931909113857054,0.7798608743639608
xgb,3d,20,0.1106610660618749,COMPLETE,,,,,,,,,,,0 days 00:00:00.803378,,,0.4055182309699778,0.7638574357957539,0.04508240502480681,0.002730430026208959,4.0,3.0,1350.0,0.0001060005013210028,0.0006368545516399499,0.9391325131162476
xgb,3d,21,0.13318122996340578,COMPLETE,,,,,,,,,,,0 days 00:00:03.478375,,,0.5423494524980801,0.8273075328085215,0.09682012086882462,0.057494179877722436,11.0,7.0,1150.0,0.17707795393478512,1.7624510039685515,0.5345615856763359
xgb,3d,22,0.11921467229840153,COMPLETE,,,,,,,,,,,0 days 00:00:02.842301,,,0.5463937860274501,0.5591214206090352,0.003735862630812752,0.00178988607175397,10.0,20.0,1350.0,2.885577718793408,0.143117628088417,0.6206294818356601
xgb,3d,23,0.13230445318838094,COMPLETE,,,,,,,,,,,0 days 00:00:03.831430,,,0.8334712691569033,0.5171457926788268,0.00012510188850164443,0.03606170696339868,9.0,6.0,1600.0,0.16879573909049653,0.0007683399182003,0.6955106162913183
xgb,3d,24,0.13676807738477648,COMPLETE,,,,,,,,,,,0 days 00:00:01.536323,,,0.9569911375526352,0.40927396991732046,0.7355619850853303,0.2945720568636423,15.0,9.0,1900.0,6.578091125940401,1.840972398983908,0.6220952201532667
xgb,3d,25,0.13744541659302176,COMPLETE,,,,,,,,,,,0 days 00:00:00.901807,,,0.7340807574750101,0.5016956480116556,0.06083019192425825,0.19824048247550033,8.0,19.0,650.0,0.07084445284509013,0.0003061134900528447,0.5901532030937666
xgb,3d,26,0.1245809374284801,COMPLETE,,,,,,,,,,,0 days 00:00:09.515934,,,0.8444611706525227,0.9264238431567733,0.06455595882939565,0.002388265226050822,15.0,14.0,1250.0,0.006272717891973826,0.002937373830257726,0.710997791418242
xgb,3d,27,0.13343851056670053,COMPLETE,,,,,,,,,,,0 days 00:00:01.571129,,,0.7009097768123198,0.7068054393165627,0.0397974937410311,0.21887803414498835,13.0,16.0,1650.0,0.32347028135895695,0.9527157550070945,0.9479443315338828
xgb,3d,28,0.12715677380671908,COMPLETE,,,,,,,,,,,0 days 00:00:01.908833,,,0.42156536427804525,0.7469680845977045,0.014810800730363494,0.010320176463726334,7.0,10.0,1800.0,0.0027083591868016814,0.08998420889037455,0.45638916390452144
xgb,3d,29,0.12322793521924832,COMPLETE,,,,,,,,,,,0 days 00:00:00.198614,,,0.7133459560328826,0.4762363075911309,0.0007299348683062313,0.16602528666156435,3.0,16.0,150.0,0.13015245940393158,0.00026713901787135674,0.6161143848467577
xgb,3d,30,0.12473537013584966,COMPLETE,,,,,,,,,,,0 days 00:00:00.772956,,,0.9855112476775207,0.835654800233597,0.0019580595319750394,0.028784452713748597,9.0,11.0,200.0,0.9460867797081399,0.0022602748689012596,0.782457940898924
xgb,3d,31,0.1536483874185119,COMPLETE,,,,,,,,,,,0 days 00:00:00.750163,,,0.8175845236562188,0.9015880723073235,0.000493375160044834,0.0011706333595970213,4.0,9.0,950.0,0.000605599089237291,0.0017832592720985773,0.977589048806755
xgb,3d,32,0.13246975337296754,COMPLETE,,,,,,,,,,,0 days 00:00:04.248087,,,0.8427381500174611,0.9729191683979165,0.027982272717049284,0.06051358975771834,12.0,12.0,1150.0,0.012531420756075008,0.001732427015494911,0.5679603381675657
xgb,3d,33,0.171311795647596,COMPLETE,,,,,,,,,,,0 days 00:00:01.733684,,,0.4244372813913821,0.4276015852130517,0.0652576510834236,0.0010935725341165963,12.0,18.0,750.0,0.02348924974272152,0.0003084400772723215,0.46964358430414976
xgb,3d,34,0.12081239519342005,COMPLETE,,,,,,,,,,,0 days 00:00:02.687288,,,0.76951005883133,0.639102840638424,0.00015178052094448884,0.0029340441971813245,9.0,13.0,1050.0,0.007465571739720186,0.13467890557370732,0.6603109895427839
xgb,3d,35,0.1259144369207841,COMPLETE,,,,,,,,,,,0 days 00:00:04.781141,,,0.7854515669237894,0.4423412484402579,0.022034455606330692,0.05995071316732546,14.0,1.0,1050.0,5.025175192217658,0.07539992074650277,0.49776065624885785
xgb,3d,36,0.1287406936860047,COMPLETE,,,,,,,,,,,0 days 00:00:01.936198,,,0.6316615826804646,0.9648788852659151,0.418217852675745,0.017250862192012544,11.0,20.0,850.0,0.0009526989223125313,0.00022223195374893774,0.727370073589561
xgb,3d,37,0.23460942659948292,COMPLETE,,,,,,,,,,,0 days 00:00:00.224166,,,0.5913853781762568,0.44271318907613744,0.00012390468928182043,0.001798451449427023,3.0,17.0,250.0,1.1812516086413092,0.0025661017560409524,0.8098040640498141
xgb,3d,38,0.12904747105363493,COMPLETE,,,,,,,,,,,0 days 00:00:02.040831,,,0.8820885582309091,0.8410426262823314,0.0005125758907937938,0.04983080210749127,12.0,6.0,300.0,0.5663354641950935,1.0818665579547861,0.9264832081162317
xgb,3d,39,0.12733703126363852,COMPLETE,,,,,,,,,,,0 days 00:00:02.882736,,,0.9584543953621388,0.6044821241518107,0.0051996739238783195,0.010094054717797195,8.0,18.0,2000.0,0.5680091593981321,0.5925354938619758,0.8658477764451982
xgb,3d,40,0.1127514127850931,COMPLETE,,,,,,,,,,,0 days 00:00:00.884896,,,0.47655404041185623,0.6724138535019965,0.004661414807945092,0.004035549751692791,4.0,4.0,1400.0,0.00041566988970566257,0.00011638142281027602,0.6631309626683757
xgb,3d,41,0.11346092380958413,COMPLETE,,,,,,,,,,,0 days 00:00:00.874710,,,0.4635417915552267,0.6652956412227283,0.005618226448531181,0.005431273628140426,4.0,4.0,1400.0,0.000414707454434632,0.00010843421214745059,0.6523229758010355
xgb,3d,42,0.11215470060305575,COMPLETE,,,,,,,,,,,0 days 00:00:00.884262,,,0.46801935690258756,0.6742697636036457,0.002034554280770802,0.0039218717660307965,4.0,4.0,1400.0,0.0005814948092911101,0.00010135457733196692,0.6590735143097639
xgb,3d,43,0.11287188809156948,COMPLETE,,,,,,,,,,,0 days 00:00:00.916439,,,0.4612235051432514,0.6769800413162973,0.0016360071732640542,0.0040400466508488985,4.0,4.0,1450.0,0.0003498539017516413,0.00010112781642686117,0.6560109672319604
xgb,3d,44,0.11261816897642385,COMPLETE,,,,,,,,,,,0 days 00:00:00.916447,,,0.4741006651052939,0.6831696010690778,0.0016013222256054164,0.003952216781556666,4.0,4.0,1450.0,0.000364397310814451,0.00010560627046778118,0.6595878455823035
xgb,3d,45,0.11388748535745537,COMPLETE,,,,,,,,,,,0 days 00:00:00.956962,,,0.46693792822596364,0.7142377353867349,0.001475673157952279,0.004378017471666877,4.0,3.0,1550.0,0.0003211082890744464,0.00010776100126975408,0.6452643521113426
xgb,3d,46,0.11608890098062033,COMPLETE,,,,,,,,,,,0 days 00:00:01.111308,,,0.46027955702151185,0.6621972028471079,0.0014506604567862938,0.0037385232207587126,5.0,5.0,1400.0,0.0006590540184242317,0.00015272323039023576,0.6822147782398341
xgb,3d,47,0.11579583627136304,COMPLETE,,,,,,,,,,,0 days 00:00:01.206780,,,0.4002423039699134,0.7355165599563154,0.002491241726002472,0.0035660511907699283,5.0,2.0,1500.0,0.0023785792199607124,0.0008629644285325915,0.7575873075452116
xgb,3d,48,0.1092947725685819,COMPLETE,,,,,,,,,,,0 days 00:00:00.737056,,,0.4871773237213414,0.6334743660647839,0.0010397047234565982,0.005014426319325443,3.0,4.0,1500.0,0.00042544670716627433,0.008185063489573872,0.6400164386871535
xgb,3d,49,0.14491751502795888,COMPLETE,,,,,,,,,,,0 days 00:00:00.620199,,,0.48302306311347004,0.6425012525416975,0.0011257694090874,0.4884076188757626,3.0,1.0,1300.0,0.00023124136558136325,0.008084823485909227,0.8365223576070496
xgb,3d,50,0.1208042112026677,COMPLETE,,,,,,,,,,,0 days 00:00:01.366266,,,0.5192955763167225,0.7772466285567257,0.0002855707841373079,0.0056360655205614715,6.0,3.0,1150.0,0.0006254902968808342,0.0005935160355896274,0.5602821153522155
xgb,3d,51,0.11744122819885952,COMPLETE,,,,,,,,,,,0 days 00:00:00.879837,,,0.4444083737751452,0.6904020428450302,0.007893153495847703,0.0093031789213394,4.0,4.0,1450.0,0.00035780848503143135,0.00017505915098908075,0.6644786102084598
xgb,3d,52,0.11814138303165247,COMPLETE,,,,,,,,,,,0 days 00:00:00.801612,,,0.5008145269958771,0.6333675174505692,0.0026436478125032134,0.014239172620413038,3.0,5.0,1700.0,0.00011105069051870676,0.009380993200845436,0.638038006142821
xgb,3d,53,0.11724836579243611,COMPLETE,,,,,,,,,,,0 days 00:00:01.195469,,,0.4424871404323105,0.6802110387571069,0.0010768311063070596,0.004428480467451029,5.0,5.0,1500.0,0.0011459456638504546,0.0010532186817076537,0.7523616508623474
xgb,3d,54,0.11056986913144382,COMPLETE,,,,,,,,,,,0 days 00:00:00.826164,,,0.400091011229498,0.7255082547770823,0.00034958101459302407,0.002960997711915183,4.0,3.0,1250.0,0.0002534655973822444,0.00014972698139719288,0.6902472473718211
xgb,3d,55,0.10856475946889456,COMPLETE,,,,,,,,,,,0 days 00:00:00.682961,,,0.4047992388849234,0.8061377206663893,0.00030675742825319983,0.0031047621620535165,3.0,2.0,1300.0,0.00021537390053673458,0.00046876269373385645,0.6799848510631274
xgb,3d,56,0.11823363853180388,COMPLETE,,,,,,,,,,,0 days 00:00:00.663156,,,0.40291467774819306,0.8042234095669707,0.00033098039044641005,0.0014571524570786943,3.0,2.0,1250.0,0.00019021800936698172,0.00045225323428683495,0.6985021087715352
xgb,3d,57,0.115257145102459,COMPLETE,,,,,,,,,,,0 days 00:00:01.163523,,,0.5176099836629943,0.7342792619968562,0.0008648584996611735,0.00297885201343141,5.0,3.0,1300.0,0.002360445191893845,0.0001727759617790973,0.6824094263087118
xgb,3d,58,0.11734108412958395,COMPLETE,,,,,,,,,,,0 days 00:00:01.419090,,,0.43338912421754133,0.7769409086524398,0.0003923885443309344,0.0028226261158832513,6.0,1.0,1200.0,0.00011575899802010087,0.004717358715446082,0.6010762915756388
xgb,3d,59,0.11101911937328564,COMPLETE,,,,,,,,,,,0 days 00:00:00.786659,,,0.4009228363301878,0.8651423979005991,0.00019344660376824737,0.0018437096264467276,3.0,2.0,1550.0,0.000249035632796418,0.0006245152445847287,0.7371293261987647
xgb,3d,60,0.1110271514482818,COMPLETE,,,,,,,,,,,0 days 00:00:00.750513,,,0.4032751452263879,0.871172480795018,0.00021523589085067527,0.0018113074653992925,3.0,2.0,1600.0,0.00020040330906287706,0.0011884202712043955,0.9951831937778142
xgb,3d,61,0.1101946635679365,COMPLETE,,,,,,,,,,,0 days 00:00:00.779699,,,0.40050750406092045,0.8953478981931231,0.0001683427073692067,0.0018636014567845755,3.0,2.0,1700.0,0.0002225623054953428,0.0005393818691367663,0.9948623545876615
xgb,3d,62,0.11023960344632303,COMPLETE,,,,,,,,,,,0 days 00:00:00.828553,,,0.4027683341488552,0.8666161582152198,0.00018847642184625666,0.0018198689760726768,3.0,2.0,1750.0,0.00022538291899540952,0.001117018466620454,0.9515905118939811
xgb,3d,63,0.11341131610323037,COMPLETE,,,,,,,,,,,0 days 00:00:00.817047,,,0.4197582422203594,0.870538027212082,0.00016243443664453852,0.0014245254454418417,3.0,3.0,1750.0,0.00025127561523018306,0.0007293791537740486,0.9458108106193073
xgb,3d,64,0.1089494692282821,COMPLETE,,,,,,,,,,,0 days 00:00:00.856258,,,0.43948503390038146,0.8947326311953918,0.00010003589211061165,0.002290690560150279,3.0,1.0,1850.0,0.0001311547860443321,0.0005378488647098472,0.907029926388664
xgb,3d,65,0.10911413192409211,COMPLETE,,,,,,,,,,,0 days 00:00:00.839514,,,0.44372903493586,0.9197333929439558,0.00025182324122809135,0.0023577325644268737,3.0,1.0,1800.0,0.0001463820761875281,0.000403005124883925,0.9040029504098651
xgb,3d,66,0.10922209958146836,COMPLETE,,,,,,,,,,,0 days 00:00:00.868585,,,0.44732414552988775,0.8984199706670333,0.00025292825622640964,0.0021120779137804684,3.0,1.0,1850.0,0.00015559806973595823,0.00039465449804497216,0.8997548542096255
xgb,3d,67,0.1090931356215178,COMPLETE,,,,,,,,,,,0 days 00:00:00.852423,,,0.4464360726208526,0.8992050348149584,0.0001103055319098333,0.0021753324234398525,3.0,1.0,1850.0,0.00016191020412356758,0.0004116536151427283,0.9172511362734024
xgb,3d,68,0.10985714782925635,COMPLETE,,,,,,,,,,,0 days 00:00:00.895284,,,0.5682098997247369,0.9030755980518254,0.00010366823245338312,0.0023126199026340393,3.0,1.0,1850.0,0.0001459801447849505,0.0004278340339656628,0.8997768969480001
xgb,3d,69,0.11036628573625054,COMPLETE,,,,,,,,,,,0 days 00:00:00.956994,,,0.5676252398528846,0.9260047983462826,0.00010057664401603284,0.002436870273590553,3.0,1.0,1900.0,0.00014305277259406903,0.004044988673370413,0.8926955451960016
xgb,3d,70,0.11371512654196318,COMPLETE,,,,,,,,,,,0 days 00:00:00.898395,,,0.5348379439281588,0.8958393673049425,0.00010232013491622665,0.001440601075625428,3.0,1.0,1850.0,0.00010036798527888277,0.00039158607789976224,0.9025822578900026
xgb,3d,71,0.10913163607116684,COMPLETE,,,,,,,,,,,0 days 00:00:00.876021,,,0.44346789961271027,0.8935592341017589,0.0002448357720195259,0.0021426329727776573,3.0,1.0,1850.0,0.00015393465187689743,0.0004927405171097861,0.8644754211252559
